,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
290160,CSA,Central and South America,MEX,Mexico,2015,All,Age_all,All,17032.0,2.65755434,14.837211,13.97689437
290241,EU,Europe,MKD,North Macedonia,2021,All,Age_all,All,96.0,0.33665311,4.08500215,5.2267284
290304,EU,Europe,MKD,North Macedonia,2020,All,Age_all,All,83.0,0.32226752,3.57802181,4.00476519
290347,EU,Europe,MKD,North Macedonia,2019,All,Age_all,All,40.0,0.19563729,1.66396838,1.92613837
290430,EU,Europe,MKD,North Macedonia,2018,All,Age_all,All,57.0,0.28894409,2.56059195,2.74537777
290504,EU,Europe,MKD,North Macedonia,2017,All,Age_all,All,108.0,0.53154838,4.54916333,5.20606873
290556,EU,Europe,MKD,North Macedonia,2016,All,Age_all,All,104.0,0.50927966,4.4925548,5.0181183
290619,EU,Europe,MKD,North Macedonia,2015,All,Age_all,All,41.0,0.20038121,1.85771417,1.9804601
290674,EU,Europe,MLT,Malta,2017,All,Age_all,All,33.0,0.92411089,3.35368601,7.05043841
290745,EU,Europe,MLT,Malta,2016,All,Age_all,All,36.0,1.07687706,4.36213792,7.90496476
290823,EU,Europe,MLT,Malta,2015,All,Age_all,All,24.0,0.69706651,2.90833473,5.55637872
290871,EU,Europe,MNE,Montenegro,2019,All,Age_all,All,32.0,0.63128822,3.57119257,5.14446295
290937,EU,Europe,MNE,Montenegro,2017,All,Age_all,All,44.0,0.80233406,4.56982625,7.06971543
290999,AS,Asia,MNG,Mongolia,2021,All,Age_all,All,306.0,1.53529677,10.91983773,9.3213707
291058,AS,Asia,MNG,Mongolia,2020,All,Age_all,All,318.0,1.99723653,11.4465344,9.86000193
291125,AS,Asia,MNG,Mongolia,2019,All,Age_all,All,384.0,2.23152022,13.74845206,12.02344572
291186,AS,Asia,MNG,Mongolia,2018,All,Age_all,All,332.0,1.91575303,11.59256989,10.41945526
291249,AS,Asia,MNG,Mongolia,2017,All,Age_all,All,310.0,1.9605363,11.31855867,9.89861898
291312,AS,Asia,MNG,Mongolia,2016,All,Age_all,All,509.0,3.14547028,17.34458172,16.47859272
291378,NAC,North America and the Caribbean,MTQ,Martinique,2016,All,Age_all,All,99.0,3.01369863,10.87815799,26.27451293
291438,NAC,North America and the Caribbean,MTQ,Martinique,2015,All,Age_all,All,80.0,2.61865794,8.49748922,21.137292
291503,AF,Africa,MUS,Mauritius,2021,All,Age_all,All,295.0,2.22238963,18.83986714,23.30063346
291567,AF,Africa,MUS,Mauritius,2020,All,Age_all,All,322.0,2.91139241,21.2379298,25.43966375
291627,AF,Africa,MUS,Mauritius,2019,All,Age_all,All,322.0,2.88168964,21.58059759,25.44024663
291710,AF,Africa,MUS,Mauritius,2018,All,Age_all,All,261.0,2.41957912,17.53827865,20.62747026
291755,AF,Africa,MUS,Mauritius,2017,All,Age_all,All,250.0,2.5216865,17.45952979,20.45868369
291819,AF,Africa,MUS,Mauritius,2016,All,Age_all,All,256.0,2.58064516,18.50405507,20.96276407
291879,AF,Africa,MUS,Mauritius,2015,All,Age_all,All,229.0,2.4115417,16.37442113,18.76029666
291945,AS,Asia,MYS,Malaysia,2020,All,Age_all,All,7746.0,7.09633091,25.8610171,23.93252252
292012,AS,Asia,MYS,Malaysia,2019,All,Age_all,All,7876.0,7.21483273,27.18490681,24.65118927
292068,AS,Asia,MYS,Malaysia,2018,All,Age_all,All,7974.0,6.79291574,28.62212089,25.29177764
292133,AS,Asia,MYS,Malaysia,2017,All,Age_all,All,7362.0,7.55541872,27.01831744,23.66848991
292196,AS,Asia,MYS,Malaysia,2016,All,Age_all,All,7119.0,8.31299555,26.96119396,23.20052232
292259,AS,Asia,MYS,Malaysia,2015,All,Age_all,All,6766.0,8.38507392,26.37225634,22.35145352
292320,AS,Asia,MYS,Malaysia,2014,All,Age_all,All,7729.0,9.99030569,30.99497188,25.16890504
292383,AS,Asia,MYS,Malaysia,2013,All,Age_all,All,7287.0,9.82777456,29.95522048,24.11822677
292449,AS,Asia,MYS,Malaysia,2012,All,Age_all,All,7384.0,10.27725198,31.38733401,25.02200778
292509,AS,Asia,MYS,Malaysia,2011,All,Age_all,All,7220.0,10.19255746,31.68534926,24.84340739
292575,AS,Asia,MYS,Malaysia,2010,All,Age_all,All,7414.0,10.82051432,33.20267542,25.93338046
293267,AF,Africa,MYT,Mayotte,2016,All,Age_all,All,32.0,4.46304045,18.81635036,12.98437817
293329,AF,Africa,MYT,Mayotte,2015,All,Age_all,All,21.0,3.30708661,14.3894087,8.74927089
293391,CSA,Central and South America,NIC,Nicaragua,2020,All,Age_all,All,675.0,2.00409727,11.34321779,10.1893652
293455,CSA,Central and South America,NIC,Nicaragua,2019,All,Age_all,All,690.0,2.83752108,11.50881475,10.54159024
293519,CSA,Central and South America,NIC,Nicaragua,2018,All,Age_all,All,630.0,2.67686424,10.61497467,9.74402448
293580,CSA,Central and South America,NIC,Nicaragua,2017,All,Age_all,All,712.0,2.98833207,12.36063973,11.15140444
293643,CSA,Central and South America,NIC,Nicaragua,2016,All,Age_all,All,791.0,3.33220996,14.09362773,12.54764058
293740,CSA,Central and South America,NIC,Nicaragua,2015,All,Age_all,All,772.0,3.45274833,14.42363674,12.40511374
293776,EU,Europe,NLD,Netherlands,2020,All,Age_all,All,3046.0,1.80580751,6.51125229,17.39370815
293832,EU,Europe,NLD,Netherlands,2019,All,Age_all,All,3406.0,2.24248609,7.28004624,19.50615188
293895,EU,Europe,NLD,Netherlands,2018,All,Age_all,All,3417.0,2.22804718,7.78880193,19.73273093
293958,EU,Europe,NLD,Netherlands,2017,All,Age_all,All,3237.0,2.15492564,7.72644788,18.89281453
294004,EU,Europe,NLD,Netherlands,2016,All,Age_all,All,3143.0,2.10943845,7.88516691,18.45532619
294084,EU,Europe,NLD,Netherlands,2015,All,Age_all,All,3564.0,2.42228173,8.85497189,21.03905543
294147,EU,Europe,NOR,Norway,2016,All,Age_all,All,877.0,2.15961979,6.61904022,16.74894402
294227,EU,Europe,NOR,Norway,2015,All,Age_all,All,961.0,2.36199184,7.39069884,18.51675583
294274,OA,Oceania,NZL,New Zealand,2016,All,Age_all,All,310.0,0.98732403,3.63347174,6.60599099
294339,OA,Oceania,NZL,New Zealand,2015,All,Age_all,All,327.0,1.02843125,3.91619998,7.11499087
294416,AS,Asia,OMN,Oman,2021,All,Age_all,All,811.0,6.4642117,45.25152489,17.91296903
294462,AS,Asia,OMN,Oman,2020,All,Age_all,All,709.0,6.73570207,40.33866082,15.40374431
294528,AS,Asia,OMN,Oman,2019,All,Age_all,All,620.0,7.44119059,34.36954416,12.46234663
294588,AS,Asia,OMN,Oman,2018,All,Age_all,All,766.0,9.46730936,46.38438274,15.86094383
294672,AS,Asia,OMN,Oman,2017,All,Age_all,All,421.0,4.96286691,24.31963041,9.02285676
294759,AS,Asia,OMN,Oman,2016,All,Age_all,All,206.0,2.51342118,11.4910391,4.59901603
294822,AS,Asia,OMN,Oman,2014,All,Age_all,All,408.0,5.21805858,24.40432926,10.21815511
294882,AS,Asia,OMN,Oman,2010,All,Age_all,All,395.0,5.63882941,32.66341185,12.98729481
295009,CSA,Central and South America,PAN,Panama,2019,All,Age_all,All,1066.0,5.31697342,24.59454765,25.10338663
295071,CSA,Central and South America,PAN,Panama,2018,All,Age_all,All,1151.0,5.836714,27.0766538,27.55652619
295134,CSA,Central and South America,PAN,Panama,2017,All,Age_all,All,1261.0,6.47264141,30.37921442,30.70540369
295200,CSA,Central and South America,PAN,Panama,2016,All,Age_all,All,1187.0,6.28641034,29.25656148,29.40245395
295260,CSA,Central and South America,PAN,Panama,2015,All,Age_all,All,1169.0,6.42943571,29.69930594,29.45707016
295324,CSA,Central and South America,PER,Peru,2020,All,Age_all,All,7032.0,3.00516673,19.98700701,21.32728114
295386,CSA,Central and South America,PER,Peru,2019,All,Age_all,All,8424.0,6.34466345,24.87912864,25.91166601
295473,CSA,Central and South America,PER,Peru,2018,All,Age_all,All,8187.0,6.51883112,25.22066061,25.59296464
295535,CSA,Central and South America,PER,Peru,2017,All,Age_all,All,10066.0,8.30925691,32.20766936,32.01216322
295596,CSA,Central and South America,PER,Peru,2016,All,Age_all,All,6819.0,7.01247416,22.81482747,22.04938545
295662,CSA,Central and South America,PER,Peru,2015,All,Age_all,All,7416.0,7.70573566,25.98907871,24.33810751
295703,AS,Asia,PHL,Philippines,2019,All,Age_all,All,44849.0,7.22888265,51.21767994,41.80237985
295785,AS,Asia,PHL,Philippines,2018,All,Age_all,All,43041.0,7.2863288,50.89716482,40.69871566
295848,AS,Asia,PHL,Philippines,2017,All,Age_all,All,43233.0,7.46378425,52.94063081,41.5026587
295911,AS,Asia,PHL,Philippines,2016,All,Age_all,All,46623.0,8.00830667,58.7454291,45.47245769
295974,EU,Europe,POL,Poland,2020,All,Age_all,All,1890.0,0.39593175,2.79111593,4.98289798
296037,EU,Europe,POL,Poland,2019,All,Age_all,All,1929.0,0.47082197,2.84814209,5.08325309
296100,EU,Europe,POL,Poland,2018,All,Age_all,All,2099.0,0.50676002,3.16770159,5.53123289
296163,EU,Europe,POL,Poland,2017,All,Age_all,All,2154.0,0.53468768,3.25809882,5.67404762
296226,EU,Europe,POL,Poland,2016,All,Age_all,All,2142.0,0.55204905,3.38826358,5.64326072
296291,EU,Europe,POL,Poland,2015,All,Age_all,All,2107.0,0.53352443,3.43009962,5.54742472
296352,NAC,North America and the Caribbean,PRI,Puerto Rico,2017,All,Age_all,All,1269.0,4.12320889,21.73321683,40.11168053
296417,NAC,North America and the Caribbean,PRI,Puerto Rico,2016,All,Age_all,All,1159.0,3.95050787,20.87453062,35.30173234
296480,NAC,North America and the Caribbean,PRI,Puerto Rico,2015,All,Age_all,All,1164.0,4.14470873,21.29980158,34.42241029
296544,EU,Europe,PRT,Portugal,2019,All,Age_all,All,1938.0,1.72521231,7.55726811,18.95134521
296604,EU,Europe,PRT,Portugal,2018,All,Age_all,All,2145.0,1.88865311,8.67899168,20.85800396
296670,EU,Europe,PRT,Portugal,2017,All,Age_all,All,2096.0,1.90215172,8.29916835,20.34892188
296730,EU,Europe,PRT,Portugal,2016,All,Age_all,All,2079.0,1.87347932,8.77998784,20.13471275
296793,EU,Europe,PRT,Portugal,2015,All,Age_all,All,2071.0,1.90136061,9.31435559,19.99406067
296858,CSA,Central and South America,PRY,Paraguay,2020,All,Age_all,All,1070.0,3.03434194,16.94053974,15.00167262
296928,CSA,Central and South America,PRY,Paraguay,2019,All,Age_all,All,1037.0,3.2043755,16.93312389,14.72041991
296982,CSA,Central and South America,PRY,Paraguay,2018,All,Age_all,All,951.0,3.04242114,15.88672308,13.67152066
297045,CSA,Central and South America,PRY,Paraguay,2017,All,Age_all,All,858.0,2.95647979,14.56094319,12.49442811
297114,CSA,Central and South America,PRY,Paraguay,2016,All,Age_all,All,1109.0,3.54143382,19.49450114,16.36206762
297171,CSA,Central and South America,PRY,Paraguay,2015,All,Age_all,All,977.0,3.41119374,17.51404099,14.60662432
297234,AS,Asia,QAT,Qatar,2021,All,Age_all,All,95.0,3.46588836,16.08800754,3.24173664
297297,AS,Asia,QAT,Qatar,2020,All,Age_all,All,64.0,2.34089247,11.42468687,2.22141002
297360,AS,Asia,QAT,Qatar,2019,All,Age_all,All,56.0,2.68327743,10.04091255,1.97735435
297429,AS,Asia,QAT,Qatar,2017,All,Age_all,All,43.0,1.96796339,6.75599953,1.57813918
297488,AS,Asia,QAT,Qatar,2016,All,Age_all,All,34.0,1.54055279,5.07965264,1.28090465
297549,AS,Asia,QAT,Qatar,2015,All,Age_all,All,47.0,2.15102975,7.73794002,1.83185161
297612,AS,Asia,QAT,Qatar,2014,All,Age_all,All,47.0,1.98647506,7.08626885,1.91119219
297677,AS,Asia,QAT,Qatar,2013,All,Age_all,All,34.0,1.59399906,4.5706412,1.4551219
297738,AS,Asia,QAT,Qatar,2012,All,Age_all,All,26.0,1.28015756,5.14369516,1.1839315
297801,AS,Asia,QAT,Qatar,2011,All,Age_all,All,27.0,1.38532581,5.88812922,1.32621369
297866,AS,Asia,QAT,Qatar,2010,All,Age_all,All,32.0,1.62436548,12.4629665,1.72383422
298432,AF,Africa,REU,R?union,2016,All,Age_all,All,97.0,2.05770047,8.1155078,11.15271983
298494,AF,Africa,REU,R?union,2015,All,Age_all,All,91.0,2.00838667,7.83964197,10.54017835
298557,EU,Europe,ROU,Romania,2019,All,Age_all,All,4372.0,1.68225666,12.58377434,22.56418885
298620,EU,Europe,ROU,Romania,2018,All,Age_all,All,3842.0,1.45001378,11.77327163,19.71890551
298683,EU,Europe,ROU,Romania,2017,All,Age_all,All,3462.0,1.31975709,10.80623762,17.66963629
298746,EU,Europe,ROU,Romania,2016,All,Age_all,All,3270.0,1.26546029,10.48996919,16.59357375
298812,EU,Europe,ROU,Romania,2015,All,Age_all,All,2870.0,1.0983796,9.61766624,14.48054428
298875,EU,Europe,RUS,Russian Federation,2019,All,Age_all,All,33994.0,1.89033352,19.64528366,23.16225252
298935,EU,Europe,RUS,Russian Federation,2018,All,Age_all,All,35670.0,1.95034201,21.08666578,24.47609391
299000,EU,Europe,RUS,Russian Federation,2017,All,Age_all,All,36045.0,1.97385174,21.42007545,24.7680751
299064,EU,Europe,RUS,Russian Federation,2016,All,Age_all,All,36406.0,1.92520948,21.77675098,25.05999244
299125,EU,Europe,RUS,Russian Federation,2015,All,Age_all,All,35516.0,1.86089793,21.02303904,24.2585688
299190,AS,Asia,SGP,Singapore,2020,All,Age_all,All,209.0,0.99594949,2.96228051,5.16788198
299250,AS,Asia,SGP,Singapore,2019,All,Age_all,All,246.0,1.21253943,3.71746264,6.10996598
299313,AS,Asia,SGP,Singapore,2018,All,Age_all,All,202.0,1.00522518,3.43120275,5.05722804
299376,AS,Asia,SGP,Singapore,2017,All,Age_all,All,183.0,0.92597278,3.16224866,4.61445823
299439,AS,Asia,SGP,Singapore,2016,All,Age_all,All,180.0,0.95460331,3.20601743,4.57600865
299502,AS,Asia,SGP,Singapore,2015,All,Age_all,All,196.0,1.05150215,3.59045572,5.02217701
299565,CSA,Central and South America,SLV,El Salvador,2018,All,Age_all,All,1464.0,3.90722998,22.9468494,22.80108885
299630,CSA,Central and South America,SLV,El Salvador,2017,All,Age_all,All,1245.0,3.12539224,19.85328834,19.48928371
299691,CSA,Central and South America,SLV,El Salvador,2016,All,Age_all,All,1501.0,3.85553929,24.66964847,23.61495014
299764,CSA,Central and South America,SLV,El Salvador,2015,All,Age_all,All,2078.0,5.0845384,34.85486749,32.85311086
299817,EU,Europe,SRB,Serbia,2021,All,Age_all,All,1185.0,0.86735665,8.11494222,17.33894462
299883,EU,Europe,SRB,Serbia,2020,All,Age_all,All,919.0,0.78647839,6.4286899,13.32052785
299945,EU,Europe,SRB,Serbia,2019,All,Age_all,All,816.0,0.80427369,5.74955615,11.74906249
300018,EU,Europe,SRB,Serbia,2018,All,Age_all,All,758.0,0.74565934,5.65025498,10.85554902
300069,EU,Europe,SRB,Serbia,2017,All,Age_all,All,669.0,0.64499335,4.88521855,9.5287499
300130,EU,Europe,SRB,Serbia,2016,All,Age_all,All,656.0,0.65057421,4.90530697,9.29399367
300195,EU,Europe,SRB,Serbia,2015,All,Age_all,All,673.0,0.64912518,5.08910735,9.48504119
300260,EU,Europe,SVK,Slovakia,2019,All,Age_all,All,856.0,1.60799489,8.49770077,15.69447982
300321,EU,Europe,SVK,Slovakia,2018,All,Age_all,All,717.0,1.32061223,7.44998361,13.16376374
300387,EU,Europe,SVK,Slovakia,2017,All,Age_all,All,709.0,1.31505731,7.59678758,13.03492966
300448,EU,Europe,SVK,Slovakia,2016,All,Age_all,All,553.0,1.0563313,6.14108275,10.18266654
300515,EU,Europe,SVN,Slovenia,2020,All,Age_all,All,150.0,0.62458361,2.7483935,7.1424286
300574,EU,Europe,SVN,Slovenia,2019,All,Age_all,All,104.0,0.50514863,1.74404439,5.06041848
300639,EU,Europe,SVN,Slovenia,2018,All,Age_all,All,140.0,0.6834269,2.45570038,6.77509398
300699,EU,Europe,SVN,Slovenia,2017,All,Age_all,All,128.0,0.62411624,2.64818783,6.19506418
300762,EU,Europe,SVN,Slovenia,2016,All,Age_all,All,147.0,0.74660978,2.78918526,7.12126152
300844,EU,Europe,SVN,Slovenia,2015,All,Age_all,All,159.0,0.80165373,3.12839811,7.70693484
300891,EU,Europe,SWE,Sweden,2018,All,Age_all,All,2312.0,2.50623306,7.84196371,22.72188195
300953,EU,Europe,SWE,Sweden,2017,All,Age_all,All,2162.0,2.3480858,7.61621576,21.49597361
301016,EU,Europe,SWE,Sweden,2016,All,Age_all,All,2074.0,2.27734405,7.29706131,20.90075818
301079,EU,Europe,SWE,Sweden,2015,All,Age_all,All,2347.0,2.5790642,8.81517128,24.20558472
301150,AF,Africa,SYC,Seychelles,2021,All,Age_all,All,23.0,2.48648649,27.5955884,23.17193576
301206,AF,Africa,SYC,Seychelles,2020,All,Age_all,All,25.0,3.74251497,26.75058977,25.39050598
301269,AF,Africa,SYC,Seychelles,2019,All,Age_all,All,42.0,5.28301887,42.44938434,43.02176697
301331,AF,Africa,SYC,Seychelles,2017,All,Age_all,All,48.0,6.36604775,48.49868997,49.7832355
301392,AF,Africa,SYC,Seychelles,2016,All,Age_all,All,55.0,7.40242261,53.65667488,57.46525964
301455,AF,Africa,SYC,Seychelles,2015,All,Age_all,All,49.0,6.97012802,47.1515432,51.59089473
301498,AS,Asia,THA,Thailand,2019,All,Age_all,All,35344.0,7.14974946,40.51812012,53.91334394
301581,AS,Asia,THA,Thailand,2018,All,Age_all,All,38347.0,8.30348752,45.03515261,58.62889091
301644,AS,Asia,THA,Thailand,2017,All,Age_all,All,38227.0,8.34632432,46.02520472,58.62605477
301707,AS,Asia,THA,Thailand,2016,All,Age_all,All,38669.0,8.24349532,47.71126343,59.4784206
301770,AS,Asia,THA,Thailand,2015,All,Age_all,All,44420.0,9.96044524,56.14081032,68.30966534
301833,AS,Asia,TJK,Tajikistan,2017,All,Age_all,All,578.0,1.80489633,7.78895366,6.68441699
301897,AS,Asia,TJK,Tajikistan,2016,All,Age_all,All,771.0,2.25927445,11.57629178,8.8993244
301959,AS,Asia,TKM,Turkmenistan,2015,All,Age_all,All,748.0,2.31959562,13.92107975,13.44045689
302024,AS,Asia,TUR,T?rkiye,2019,All,Age_all,All,12346.0,2.83203461,13.47890832,14.95045256
302096,AS,Asia,TUR,T?rkiye,2018,All,Age_all,All,11093.0,2.60124892,12.62037014,13.62655816
302148,AS,Asia,TUR,T?rkiye,2017,All,Age_all,All,10509.0,2.47959624,12.47783764,13.08510376
302234,AS,Asia,TUR,T?rkiye,2016,All,Age_all,All,8915.0,2.12199255,10.93683339,11.24524367
302297,AS,Asia,TUR,T?rkiye,2015,All,Age_all,All,8577.0,2.16061123,10.85013593,10.96543951
302358,EU,Europe,UKR,Ukraine,2019,All,Age_all,All,8328.0,1.43310951,16.57103583,19.89575656
302421,EU,Europe,UKR,Ukraine,2018,All,Age_all,All,9240.0,1.57232437,18.44070748,21.94765745
302484,EU,Europe,UKR,Ukraine,2017,All,Age_all,All,8948.0,1.55855104,17.96541693,21.14574789
302547,EU,Europe,UKR,Ukraine,2015,All,Age_all,All,10111.0,1.69991056,20.48691855,23.6928788
302610,CSA,Central and South America,URY,Uruguay,2020,All,Age_all,All,796.0,2.43894966,14.69072245,22.91484946
302673,CSA,Central and South America,URY,Uruguay,2019,All,Age_all,All,816.0,2.34435602,15.8024019,23.57200178
302740,CSA,Central and South America,URY,Uruguay,2018,All,Age_all,All,880.0,2.57852789,17.03880244,25.51253376
302799,CSA,Central and South America,URY,Uruguay,2017,All,Age_all,All,805.0,2.42667229,15.52586346,23.42403527
302862,CSA,Central and South America,URY,Uruguay,2016,All,Age_all,All,614.0,1.79149768,12.76171476,17.93156742
302925,CSA,Central and South America,URY,Uruguay,2015,All,Age_all,All,661.0,2.00503534,13.78460944,19.37275078
302991,NAC,North America and the Caribbean,USA,United States of America,2020,All,Age_all,All,69426.0,2.05176006,11.86899912,20.97445437
303053,NAC,North America and the Caribbean,USA,United States of America,2019,All,Age_all,All,65931.0,2.30944803,11.45764029,20.03586423
303114,NAC,North America and the Caribbean,USA,United States of America,2018,All,Age_all,All,69246.0,2.43892216,12.18091814,21.16991461
303182,NAC,North America and the Caribbean,USA,United States of America,2017,All,Age_all,All,70648.0,2.5110334,12.64704612,21.73217867
303242,NAC,North America and the Caribbean,USA,United States of America,2016,All,Age_all,All,71196.0,2.59437194,13.12732695,22.04101379
303304,NAC,North America and the Caribbean,USA,United States of America,2015,All,Age_all,All,73257.0,2.70058946,13.69538031,22.83015016
303366,AS,Asia,UZB,Uzbekistan,2019,All,Age_all,All,2403.0,1.5546455,7.88809257,7.15596216
303430,AS,Asia,UZB,Uzbekistan,2018,All,Age_all,All,2568.0,1.65770465,8.72414397,7.79218438
303492,AS,Asia,UZB,Uzbekistan,2017,All,Age_all,All,2974.0,1.85038856,10.20853518,9.18225419
303558,AS,Asia,UZB,Uzbekistan,2016,All,Age_all,All,3127.0,2.02014329,10.88234122,9.81854438
303619,AS,Asia,UZB,Uzbekistan,2015,All,Age_all,All,3383.0,2.22514553,12.18861319,10.80867655
303681,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2021,All,Age_all,All,60.0,5.84225901,44.59529196,53.92628277
303746,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2020,All,Age_all,All,64.0,6.20756547,50.93310017,57.68884082
303815,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2019,All,Age_all,All,45.0,4.64396285,34.03677725,40.69120799
303872,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2018,All,Age_all,All,36.0,3.87931034,29.1060984,32.66461606
303935,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2017,All,Age_all,All,45.0,5.07900677,36.22857246,40.9735311
303996,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2016,All,Age_all,All,70.0,7.58396533,55.388828,63.95088572
304061,NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2015,All,Age_all,All,53.0,6.02957907,42.32677484,48.55792135
304124,CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2016,All,Age_all,All,9908.0,5.20175982,36.23018078,33.19123434
304186,CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2015,All,Age_all,All,7846.0,4.66307694,28.88797772,26.08219068
304248,AF,Africa,ZAF,South Africa,2018,All,Age_all,All,77130.0,17.05114459,150.09995938,133.46018251
304312,AF,Africa,ZAF,South Africa,2017,All,Age_all,All,82816.0,18.03943949,163.83194199,145.26636459
304395,AF,Africa,ZAF,South Africa,2016,All,Age_all,All,88047.0,18.65580405,177.13515332,156.64594813
304479,AF,Africa,ZAF,South Africa,2015,All,Age_all,All,93189.0,20.24809011,192.74106573,168.25259544
304563,CSA,Central and South America,ARG,Argentina,2021,All,Age_all,All,15973.0,3.65683072,26.33493573,35.02403399
304648,AS,Asia,ARM,Armenia,2022,All,Age_all,All,182.0,0.68185224,4.69690892,6.12949604
304712,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2021,All,Age_all,All,42.0,6.21301775,37.36668836,42.53983045
304776,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2011,All,Age_all,All,53.0,11.59737418,58.79832372,59.38175748
304839,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2010,All,Age_all,All,24.0,6.53950954,26.95985724,27.26405235
304902,EU,Europe,BEL,Belgium,2020,All,Age_all,All,1950.0,1.53669146,6.09952971,16.89977084
304962,EU,Europe,BEL,Belgium,2019,All,Age_all,All,2396.0,2.20220588,7.7843217,20.85474695
305025,EU,Europe,BGR,Bulgaria,2021,All,Age_all,All,501.0,0.33625289,4.56688802,7.28436693
305090,NAC,North America and the Caribbean,BHS,Bahamas,2015,All,Age_all,All,149.0,6.66965085,41.47385027,39.81764055
305214,EU,Europe,BIH,Bosnia and Herzegovina,2022,All,Age_all,All,532.0,1.28885336,7.90409951,15.49263372
305287,EU,Europe,BIH,Bosnia and Herzegovina,2021,All,Age_all,All,388.0,0.77152515,6.02032754,11.23729252
305340,NAC,North America and the Caribbean,CAN,Canada,2022,All,Age_all,All,4979.0,1.49035713,5.6296646,12.97005745
305406,NAC,North America and the Caribbean,CAN,Canada,2021,All,Age_all,All,4408.0,1.41445257,5.14558288,11.57930869
305469,NAC,North America and the Caribbean,CAN,Canada,2020,All,Age_all,All,4623.0,1.49896891,5.45950114,12.24890344
305544,NAC,North America and the Caribbean,CAN,Canada,2019,All,Age_all,All,4553.0,1.59585841,5.59104627,12.17020203
305595,NAC,North America and the Caribbean,CAN,Canada,2018,All,Age_all,All,4774.0,1.67096015,6.00199181,12.87675361
305657,EU,Europe,CHE,Switzerland,2021,All,Age_all,All,926.0,1.30070794,3.83322993,10.62475633
305718,CSA,Central and South America,CHL,Chile,2021,All,Age_all,All,2493.0,1.81139149,9.16468541,12.97602101
305783,CSA,Central and South America,COL,Colombia,2021,All,Age_all,All,7636.0,2.10306564,13.82119783,14.89490742
305868,NAC,North America and the Caribbean,CUB,Cuba,2021,All,Age_all,All,1343.0,0.80095423,9.04296289,11.86657307
305929,AS,Asia,CYP,Cyprus,2021,All,Age_all,All,204.0,2.81456954,11.20195608,22.54878662
305994,EU,Europe,DNK,Denmark,2021,All,Age_all,All,1423.0,2.67954657,8.69540247,24.32447447
306054,EU,Europe,EST,Estonia,2022,All,Age_all,All,199.0,1.15987644,7.23285146,15.05397493
306119,EU,Europe,FIN,Finland,2021,All,Age_all,All,228.0,0.39561355,1.62165272,4.1147681
306180,EU,Europe,FRA,France,2020,All,Age_all,All,10959.0,1.67862181,5.61124233,16.78935273
306245,EU,Europe,FRA,France,2019,All,Age_all,All,11864.0,1.9861984,6.1881999,18.21595202
306306,EU,Europe,FRA,France,2018,All,Age_all,All,11372.0,1.91342476,6.07072079,17.50335308
306372,CSA,Central and South America,GTM,Guatemala,2021,All,Age_all,All,4512.0,3.80871988,30.26223943,24.72347733
306434,EU,Europe,HRV,Croatia,2021,All,Age_all,All,189.0,0.30137773,2.11607622,4.87241366
306495,EU,Europe,HRV,Croatia,2018,All,Age_all,All,314.0,0.5957576,3.51020437,7.55460548
306555,EU,Europe,HUN,Hungary,2022,All,Age_all,All,873.0,0.63981355,4.23357469,9.08782493
306621,EU,Europe,IRL,Ireland,2020,All,Age_all,All,280.0,0.85220355,3.04154877,5.56673874
306685,EU,Europe,IRL,Ireland,2019,All,Age_all,All,276.0,0.88506927,3.12702566,5.56623201
306747,EU,Europe,IRL,Ireland,2017,All,Age_all,All,292.0,0.95995792,3.68190213,6.0695567
306810,EU,Europe,IRL,Ireland,2016,All,Age_all,All,385.0,1.25542114,4.91680806,8.1230535
306876,AS,Asia,IRN,Iran (Islamic Republic of),2017,All,Age_all,All,5824.0,1.66780259,8.67691666,7.21918889
306936,EU,Europe,ISL,Iceland,2022,All,Age_all,All,37.0,1.37444279,5.51896141,10.71243482
306999,EU,Europe,ISL,Iceland,2021,All,Age_all,All,24.0,1.02871839,3.65846663,6.44260711
307065,EU,Europe,ITA,Italy,2020,All,Age_all,All,14101.0,1.88939388,7.1016276,23.72353669
307128,AS,Asia,JPN,Japan,2021,All,Age_all,All,22772.0,1.58154704,4.40999205,18.54692106
307188,AS,Asia,KOR,Republic of Korea,2021,All,Age_all,All,10140.0,3.19189121,8.97590641,19.75327786
307251,AS,Asia,LKA,Sri Lanka,2019,All,Age_all,All,8284.0,5.6585859,32.36030584,38.84873254
307314,AS,Asia,LKA,Sri Lanka,2015,All,Age_all,All,5636.0,4.26934119,25.04898091,26.95615421
